App_ID,Category_ID
233350,21
233350,12
233350,9
233350,7
233410,32
233410,12
233450,32
233450,28
233450,12
233450,10
233450,9
233450,7
233450,5
233470,32
233470,31
233470,12
233470,10
233550,32
233550,31
233550,12
233550,10
233550,9
233610,36
233610,33
233610,32
233610,28
233610,24
233610,22
233610,21
233610,20
233610,16
233610,15
233610,13
233610,12
233610,10
233610,8
233610,7
233610,5
233610,2
233610,1
233700,32
233700,31
233700,12
233700,10
233700,7
233720,32
233720,12
233720,10
233720,9
233720,7
233740,32
233740,31
233740,12
233740,10
233740,9
233740,8
233740,7
233840,32
233840,28
233840,24
233840,21
233840,16
233840,15
233840,12
233840,10
233840,9
233840,8
233840,7
233840,5
233860,32
233860,28
233860,12
233860,7
233860,5
233980,35
233980,32
233980,28
233980,24
233980,21
233980,18
233980,12
233980,10
233980,9
233980,7
234040,33
234040,24
234040,21
234040,10
234040,9
234040,8
234040,7
234080,32
234080,31
234080,12
234080,10
234080,9
234140,32
234140,31
234140,19
234140,18
234140,17
234140,12
234140,10
234140,9
234140,7
234160,32
234160,31
234160,12
234160,10
234160,9
234160,8
234160,7
234190,32
234190,12
234270,32
234270,31
234270,17
234270,12
234270,10
234270,9
234270,7
234290,32
234290,31
234290,12
234290,7
234330,33
234330,24
234330,22
234330,20
234330,12
234350,32
234350,12
234370,35
234370,32
234370,28
234370,24
234370,21
234370,16
234370,15
234370,14
234370,12
234390,32
234390,31
234390,12
234390,10
234390,9
234390,7
234490,33
234490,32
234490,31
234490,24
234490,16
234490,15
234490,12
234490,10
234490,9
234490,8
234490,7
234510,32
234510,28
234510,24
234510,10
234510,7
234510,5
234650,32
234650,28
234650,18
234650,12
234650,9
234650,7
234650,5
234670,32
234670,31
234670,24
234670,22
234670,20
234670,16
234670,13
234670,12
234670,11
234670,10
234670,9
234670,8
234710,32
234710,31
234710,19
234710,18
234710,17
234710,12
234900,32
234900,31
234900,12
234900,10
234900,9
234900,7
234920,32
234920,31
234920,12
234920,10
234920,7
234940,32
234940,12
234940,10
234940,7
235070,32
235070,31
235070,12
235070,10
235210,32
235210,31
235210,17
235210,12
235210,10
235210,9
235210,8
235210,7
235250,32
235250,12
235250,10
235250,9
235250,8
235250,7
235320,36
235320,35
235320,32
235320,28
235320,27
235320,26
235320,24
235320,23
235320,22
235320,20
235320,12
235320,10
235320,9
235320,5
235360,32
235360,12
235360,11
235360,10
235360,7
235380,32
235380,12
235380,10
235380,7
235460,32
235460,31
235460,12
235460,10
235460,9
235520,32
235520,12
235520,10
235520,9
235540,36
235540,35
235540,32
235540,24
235540,23
235540,21
235540,12
235540,10
235540,9
235540,7
235600,24
235600,12
235620,33
235620,32
235620,26
235620,24
235620,22
235620,20
235620,16
235620,15
235620,13
235620,12
235620,7
235620,6
235660,32
235660,12
235720,32
235720,21
235720,12
235720,10
235720,9
235720,8
235800,32
235800,31
235800,24
235800,16
235800,15
235800,12
235800,5
235820,32
235820,21
235820,12
235820,10
235820,8
235820,7
235900,12
235980,32
235980,31
235980,17
235980,12
235980,10
235980,9
235980,7
236010,32
236010,28
236010,21
236010,12
236010,10
236010,8
236010,7
236010,5
236090,32
236090,31
236090,17
236090,12
236090,10
236090,9
236090,7
236110,35
236110,24
236110,23
236110,21
236110,12
236110,10
236110,7
236130,32
236130,12
236130,10
236130,7
236150,32
236150,21
236150,12
236150,10
236150,9
236150,7
236150,5
236290,32
236290,12
236370,35
236370,33
236370,32
236370,24
236370,21
236370,12
236370,11
236370,10
236370,9
236370,8
236390,35
236390,33
236390,31
236390,29
236390,25
236390,24
236390,23
236390,22
236390,20
236390,19
236390,18
236390,12
236390,10
236390,1
236430,35
236430,32
236430,31
236430,24
236430,19
236430,18
236430,17
236430,12
236430,10
236450,32
236450,31
236450,12
236450,10
236450,9
236450,8
236490,32
236490,31
236490,17
236490,12
236490,10
236490,9
236490,8
236490,7
236510,35
236510,32
236510,31
236510,28
236510,24
236510,17
236510,12
236510,7
236690,32
236690,31
236690,29
236690,24
236690,22
236690,20
236690,17
236690,16
236690,13
236690,12
236690,10
236690,9
236690,7
236730,33
236730,32
236730,24
236730,12
236730,9
236730,7
236790,32
236790,12
236790,11
236790,10
236850,35
236850,33
236850,32
236850,24
236850,23
236850,22
236850,20
236850,12
236850,10
236850,9
236850,7
236850,5
236930,36
236930,34
236930,32
236930,19
236930,18
236930,12
236930,10
236930,9
236930,7
236970,32
236970,12
237310,35
237310,25
237310,24
237310,22
237310,21
237310,20
237310,12
237350,33
237350,32
237350,31
237350,24
237350,12
237350,10
237430,32
237430,24
237430,12
237430,10
237430,7
237470,33
237470,32
237470,28
237470,24
237470,12
237470,10
237470,7
237550,32
237550,12
237550,11
237550,10
237550,9
237630,32
237630,31
237630,19
237630,18
237630,17
237630,12
237630,10
237630,9
237630,8
237630,7
237740,32
237740,31
237740,12
237740,10
237740,7
237760,32
237760,12
237760,11
237760,10
237760,9
237760,8
237850,32
237850,31
237850,12
237850,10
237850,9
237850,7
237870,21
237870,12
237870,7
237870,5
237890,32
237890,31
237890,12
237890,10
237890,9
237890,8
237890,7
237930,32
237930,31
237930,17
237930,12
237930,10
237930,9
237930,7
237950,36
237950,32
237950,12
237970,32
237970,12
237970,10
237970,9
237990,36
237990,32
237990,31
237990,28
237990,18
237990,17
237990,12
237990,10
237990,9
237990,7
238010,36
238010,34
238010,32
238010,31
238010,18
238010,12
238010,10
238010,9
238010,7
238050,32
238050,12
238090,35
238090,32
238090,31
238090,24
238090,17
238090,12
238090,10
238090,9
238090,8
238090,7
238210,35
238210,32
238210,24
238210,12
238210,7
238240,35
238240,32
238240,24
238240,12
238240,10
238240,7
238260,24
238260,21
238260,12
238260,10
238260,7
238280,35
238280,32
238280,31
238280,24
238280,20
238280,16
238280,15
238280,14
238280,13
238280,12
238280,10
238280,7
238280,4
238280,2
238280,1
238320,36
238320,32
238320,31
238320,17
238320,12
238320,10
238320,9
238320,7
238370,35
238370,32
238370,31
238370,24
238370,19
238370,18
238370,17
238370,16
238370,15
238370,12
238370,10
238370,7
238430,36
238430,35
238430,32
238430,28
238430,24
238430,23
238430,22
238430,21
238430,20
238430,16
238430,15
238430,14
238430,13
238430,12
238430,11
238430,10
238430,9
238430,8
238430,7
238430,5
238460,35
238460,32
238460,31
238460,28
238460,24
238460,23
238460,22
238460,20
238460,19
238460,18
238460,17
238460,16
238460,15
238460,14
238460,13
238460,12
238460,11
238460,10
238460,9
238460,8
238460,7
238460,5
238530,32
238530,31
238530,24
238530,16
238530,12
238530,10
238530,8
238630,35
238630,32
238630,31
238630,24
238630,16
238630,15
238630,14
238630,12
238630,10
238630,9
238630,8
238630,7
238750,32
238750,12
238870,32
238870,12
238870,10
238870,8
238870,7
238890,35
238890,33
238890,32
238890,27
238890,24
238890,23
238890,12
238890,10
238890,7
238910,32
238910,12
238910,10
238910,9
238910,7
238930,32
238930,12
238930,7
238960,35
238960,31
238960,29
238960,25
238960,24
238960,23
238960,22
238960,20
238960,18
238960,12
238960,10
238960,7
239030,32
239030,19
239030,18
239030,12
239030,11
239030,10
239030,9
239030,8
239030,7
239070,35
239070,32
239070,28
239070,24
239070,23
239070,21
239070,16
239070,15
239070,14
239070,12
239070,10
239070,7
239070,5
239090,35
239090,32
239090,24
239090,21
239090,20
239090,16
239090,15
239090,14
239090,13
239090,12
239090,11
239090,10
239120,32
239120,21
239120,12
239120,10
239120,9
239120,7
239140,35
239140,32
239140,31
239140,28
239140,24
239140,23
239140,22
239140,20
239140,18
239140,17
239140,12
239140,10
239140,9
239140,7
239140,5
239160,32
239160,31
239160,17
239160,12
239160,10
239160,9
239160,8
239160,7
239200,36
239200,32
239200,31
239200,17
